ALL COLLEGE,,,,,,,,,,,
(As on Date:  18-7-2026  3:3:40),,,,,,,,,,,
Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Aishe Code,University Name,University Type
C-8941,"200058-GANGAMAI EDUCATION TRUST'S ARTS, COMMERCE AND SCIENCE COLLEGE, NAGAON, TAL.& DIST-DHULE.",Maharashtra,Dhule,www.gangamaisenior.org.in,1993,Rural,Affiliated College,Local Body,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8925,"200064-A.R.A. COLLEGE OF PHARMACY, DHULE.",Maharashtra,Dhule,www.aracopdhule.org,1994,Urban,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8870,"200070-SSS'S DR.B.R.AMBEDKAR COLLEGE OF SOCIAL WORK, MORANE, TAL.&DIST-DHULE.",Maharashtra,Dhule,www.drbacsw.edu.in,1994,Rural,Affiliated College,Local Body,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8978,"200073-BSSPM'S ARTS & SCIENCE COLLEGE, SONGIR, TAL.& DIST-DHULE",Maharashtra,Dhule,https://bsspmasc.com/,1996,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8857,"200088-SYSTEL TECHNICAL EDUCATION SOCIETYS SYSTEL INSTITUTE OF MANAGEMENT & RESEARCH, DEOPUR,DHULE.",Maharashtra,Dhule,www.systelonline.org,2002,Urban,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8873,"200095-NES'S GANGAMAI COLLEGE OF PHARMACY, NAGAON, DHULE.",Maharashtra,Dhule,www.gangamaipharmacy.com,2006,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8955,"200101-ASPMD'S BAPUSAHEB D.D.VISPUTE COLLEGE OF EDUCATION, VALWADI-DHULE",Maharashtra,Dhule,www.ddvisputebed.org,2007,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8854,"200110-SSS'S HAJI SAEED AHMAD SARDAR ARTS&SCIENCE COLLEGE, DHULE",Maharashtra,Dhule,3S-slsardar.org,2009,Urban,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8919,"200111-SS&SS'S VIDYADHAN COMMERCE COLLEGE,VALWADI, DHULE",Maharashtra,Dhule,www.vidyadhan.in,2010,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-49983,"200121-STREE SHIKSHAN SANSTHA'S SUNDARBAI MAGANLAL BIYANI LAW COLLEGE, DHULE",Maharashtra,Dhule,www.wesociety.in,2012,Urban,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-73128,203-RAMESHWARAM INSTITUTE OF TECHNOLOGY AND MANAGEMENT ,Uttar Pradesh,Lucknow,www.ritm.in,2005,Urban,Affiliated College,Private Un-Aided,U-0549,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",State Public University
C-8825,"210026-VIDYA VIKAS MANDAL'S SITARAM GOVIND PATIL ARTS,SCIENCE & COMMERCE COLLEGE, SAKRI. DIST. DHULE",Maharashtra,Dhule,www.sgpcsakri.com,1971,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8970,"210027-PIMPALNER EDUCATION SOCIETY'S KARM. A. M. PATIL ARTS, COMMERCE AND KAI. ANNASAHEB N. K. PATIL SCIENCE SENIOR COLLEGE, PIMPALNER TAL-SAKRI, DIST-DHULE",Maharashtra,Dhule,www.kampsrcollege.org.in,1983,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8869,"210067-NIJAMPUR JAITANE SHIKSHAN PRASARAK MANDALACHE, JAGANNATH KADWADAS SHAH ADARSH MAHAVIDYALAY, NIJAMPUR-JAITANE,TAL-SAKRI.",Maharashtra,Dhule,www.njspmaca.in,1995,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-9015,"210068-NAVODAY SHAIKSHANIK SANSTHA DHULE'S  UTTAMRAO PATIL ARTS AND SCIENCE COLLEGE, DAHIWEL,TAL-SAKRI, DIST-DHULE",Maharashtra,Dhule,www.upcdahivel.ac.in,1995,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8990,"210075-ADISHAKTI DHANDAI MATA SHIKSHAN PRASARAK SASNSTHA'S LATE ANNASAHEB R.D.DEORE ARTS & SCIENCE COLLEGE, MHASDI,TAL-SAKRI",Maharashtra,Dhule,www.admsps.org,1998,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8923,"210076-TRIMURTI SHIKSHAN SANSTHA'S SMT.VIMALBAI UTTAMRAO PATIL ARTS AND LATE DR.BHASKAR SADASHIV DESALE SCIENCE COLLEGE,SAKRI.",Maharashtra,Dhule,www.vupabsdscsakri.co.in,1998,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8934,"220028-JIJAMATA EDUCATION SOCIETY'S ARTS, SCIENCE AND COMMERCE COLLEGE, NANDURBAR TAL-NANDURBAR",Maharashtra,Nandurbar,www.jijamataeducation.org.in,1989,Urban,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-9020,"220029-TES'S ARTS,COMMERCE & SCIENCE MAHILA MAHAVIDYALAYA, NANDURBAR.",Maharashtra,Nandurbar,www.tessmmndb.in,1989,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8902,"220052-NTVS'S COLLEGE OF EDUCATION, NANDURBAR.",Maharashtra,Nandurbar,www.ntvbedcollege.org,1970,Urban,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8847,"220053-NANDURBAR TALUKA VIDHAYAK SAMITI'S G.T.PATIL ARTS, COMMERCE AND SCIENCE COLLEGE, NANDURBAR.",Maharashtra,Nandurbar,www.ntvsgtpcollege.org,1964,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8840,"220077-NANDURBAR TALUKA VIDHAYAK SAMITI'S COLLEGE OF LAW, INSTITUTE OF LEGAL EDUCATION & RESEARCH, NANDURBAR",Maharashtra,Nandurbar,www.ntvslawcollege.org,1999,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8926,"220105-JIJAMATA EDUCATION SOCIETY'S COLLEGE OF EDUCATION, NANDURBAR",Maharashtra,Nandurbar,www.jesbedcollege.org/,2008,Urban,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8912,"230032-PSGVPM'S D.N.PATEL COLLEGE OF ENGINEERING, SHAHADA, DIST-NANDURBAR.",Maharashtra,Nandurbar,www.coeshahada.ac.in,1983,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8855,"230033-POOJYA SANE GURUJI VIDYA PRASARAK MANDAL'S S. I. PATIL ARTS, G. B. PATEL SCIENCE AND S.T. K. V. SANGH COMMERCE COLLEGE, SHAHADA, DIST-NANDURBAR",Maharashtra,Nandurbar,www.psgvpasc.ac.in,1970,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8821,230034-POOJYA SANE GURUJI VIDYA PRASARAK MANDAL'S COLLEGE OF EDUCATION SHAHADA NANDURBAR,Maharashtra,Nandurbar,psgvpceduation.ac.in,1986,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8849,"230056-SATPUDA SHIKSHAN PRASARAK MANDAL SANCHALIT VASANTRAO NAIK ARTS SCIENCE AND COMMERCE COLLEGE, SHAHADA TAL. SHAHADA DIST. NANDURBAR",Maharashtra,Nandurbar,www.sspmvnc.ac.in,1993,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8996,"230065-PSGVPM'S COLLEGE OF PHARMACY, SHAHADA, DIST-NANDURBAR.",Maharashtra,Nandurbar,www.psgvppharmacy.ac.in,1994,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8992,"230066-GRAM VIKAS SANSTHA'S ARTS COLLEGE, BAMKHEDA, TAL-SHAHADA. DIST. NANDURBAR",Maharashtra,Nandurbar,https://ac.gvsbamkheda.org/,1995,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-9029,"230069-SSPM'S ARTS MAHILA COLLEGE, SHAHADA.",Maharashtra,Nandurbar,www.sspmmahilacollegeshahada.ac.in,1994,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8898,"230078-SHAHADA TALUKA EDUCATIONAL SOCIETY & CO-OPERATIVE EDUCATIONAL SOCIETY LTD. SCIENCE SENIOR COLLEGE, SHAHADA DIST- NANDURBAR",Maharashtra,Nandurbar,www.stcsciencecollege.com,2001,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8859,"230099-SHRI SAIBABA BHAKTA MANDAL SANCHALIT, KALA  VARISHTHA  MAHAVIDYALAY, MHASAWAD TAL. SHAHADA DIST. NANDURBAR",Maharashtra,Nandurbar,www.ssbmcollege.in,2007,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8875,"230102-SHAHADA TALUKA EDUCATIONAL SOCIETY & CO-OPERATIVE EDUCATIONAL SOCIETY LTD. INSTITUTE OF MANAGEMENT RESEARCH & DEVELOPMENT, SHAHADA",Maharashtra,Nandurbar,www.stcedu.org,2008,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-9024,"240036- S.P.D.M. ARTS, S.B.B. & S.H.D. COMMERCE & S.M.A. SCIENCE COLLEGE, SHIRPUR.",Maharashtra,Dhule,www.spdm.ac.in,1962,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8973,"240039-SES'S Smt. H.R.PATEL ARTS MAHILA MAHAVIDYALAYA, SHIRPUR.",Maharashtra,Dhule,www.hrpmacollege.org,1990,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-9002,"240051-R.C.PATEL E.T.'S ARTS & SCIENCE COLLEGE, SHIRPUR.",Maharashtra,Dhule,www.rcpasc.ac.in,1991,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8993,"240055-SES'S R.C.PATEL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH, SHIRPUR, DIST DHULE",Maharashtra,Dhule,www.rcpatelpharmacy.co.in,1992,Urban,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8868,"240074-R.C.PATEL EDU.TRUST'S INSTITUTE OF MANAGEMENT RESEARCH&DEVELOPMENT, SHIRPUR",Maharashtra,Dhule,www.rcpimrd.ac.in,1997,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8984,"240080-AVPSS ARTS COLLEGE,THALNER,TAL-SHIRPUR, DIST-DHULE",Maharashtra,Dhule,www.avpsthalner.org,2000,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8924,"240093-THE SHIRPUR EDUCATION SOCIETY'S H.R.PATEL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH, SHIRPUR",Maharashtra,Dhule,www.hrpatelpharmacy.co.in,2004,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8959,"240096-KVPS'S INSTITUTE OF PHARMACEUTICAL EDUCATION, BORADI",Maharashtra,Dhule,www.kvpsipeboradi.co.in,2006,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8816,"250042-SSSVPS'S LATE S.D.PATIL ARTS,COM.&LATE M.D.SISODE SCI.COLLEGE SHINDKHEDA",Maharashtra,Dhule,www.ssvpsacs.ac.in,1970,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-9009,"250043-SSVPS'S SMT.P.B.BAGAL ARTS & COMMERCE COLLEGE, DONDAICHA, TAL SHINDKHEDA, DHULE",Maharashtra,Dhule,www.pbbagalcollege.co.in,1970,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8931,"250044-SVS'S ARTS & SCIENCE COLLEGE, DONDAICHA, TAL SHINDKHEDA, DHULE",Maharashtra,Dhule,www.dadasahebrawalcollege.ac.in,1984,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8958,"250046-GRAMIN VIKAS SHIKSHAN PRASARAK MANDAL'S LATE M.D.SISODE ALIAS BHAUSAHEB ARTS, COMMERCE AND DR. SAU. USHATAI PRASADRAO TANPURE SCIENCE COLLEGE, NARDANA, TAL-SHINDKHEDA, DIST - DHULE",Maharashtra,Dhule,https://gvspmnardana.org,1990,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8953,"250108- SWODDHARAK VIDYARTHI SANSTHA SRIMANT RAJE DAULATSINGJI RAWAL B.ED COLLEGE, DONDAICHA, TAL SHINDKHEDA, DHULE",Maharashtra,Dhule,www.srdrcoe.com,2008,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-49529,"250114-SHRI JAYKUMAR RAWAL INSTITUTE OF TECHNOLOGY, DONDAICHA, DHULE",Maharashtra,Dhule,www.sjrit.ac.in,2011,Urban,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-73704,"2538-LATUR COLLEGE OF PHARMACY D. PHARM, LATUR",Maharashtra,Latur,www.lcoplatur.com,-,Urban,Affiliated College,Private Un-Aided,U-0328,"Swami Ramanand Teerth Marathwada University, Nanded",State Public University
C-9031,"260049 - Adhyapak shiksha Mandal's C.H.C Arts, S.G. Patel Commerce & Babaji B.J.Patel Science College, Taloda, District-Nandurbar-425413",Maharashtra,Nandurbar,www.acscollegetaloda.ac.in,1971,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8968,"260050-VIDYA VIKAS MANDAL'S ARTS & COMMERCE COLLEGE, AKKALKUWA.",Maharashtra,Nandurbar,www.accakw.vidyavikasmandal.in,1991,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8947,"260084-GRAMVIKAS MANDAL'S MOLGI SANCHALIT PRADNYA SR. COLLEGE OF ARTS, MOLGI, TAL-AKKALKUWA, DIST-NANDURBAR",Maharashtra,Nandurbar,www.pcm.com,2001,Rural,Affiliated College,Private Un-Aided,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-9005,"260089-RFN'S SENIOR SCIENCE COLLEGE, AKKALKUWA.",Maharashtra,Nandurbar,www.rfnscience.org,2003,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8884,"270047-SHRI. D.H. AGRAWAL ARTS, SHRI. RANG AVADHOOT COMMERCE AND SHRI. C. C. SHAH AND M.G. AGRAWAL SCIENCE COLLEGE, NAVAPUR TAL. NAVAPUR DIST. NANDURBAR",Maharashtra,Nandurbar,www.acsnavapur.com,1981,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8818,"270083-VES'S SARVAJANIK ARTS COLLEGE, VISARWADI,TAL-NAVAPUR,DIST-NANDURBAR",Maharashtra,Nandurbar,www.saac.ac.in,2001,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-8964,"280061-A. S. S. P. MANDAL'S MAHARAJ J. P. VALVI ARTS, COMMERCE & SHRI V. K. KULKARNI SCIENCE COLLEGE, DHADGAON TAL AKRANI DIST NANDURBAR",Maharashtra,Nandurbar,www.mjpvsc.org,1993,Rural,Affiliated College,Private Aided (Government Aided),U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-72853,3143-THAKUR SHYAMNARAYAN ENGINEERING COLLEGE,Maharashtra,Mumbai Suburban,www.tsecmumbai.in,-,Urban,Affiliated College,Private Un-Aided,U-0318,University of Mumbai,State Public University
C-43002,"357 Late.Uttamrao Deshmukh Adhyapak Mahavidyalaya, Rely Station,Shegaon.",Maharashtra,Buldhana,www.godaieducation.org,2008,Rural,Affiliated College,Private Un-Aided,U-0324,"Sant Gadge Baba Amravati University, Amravati",State Public University
C-39814,"+3 Anchalika Mahavidyalaya, Barisal, Dhenkanal",Odisha,Dhenkanal,untkaluniversity.ac.in,2000,Rural,Affiliated College,Private Aided (Government Aided),U-0366,"Utkal University, Bhubaneswar",State Public University
C-40818,"+3 Degree College,Karlapada,Kalahandi",Odisha,Kalahandi,dheodisha.gov.in,1996,Rural,Affiliated College,Private Aided (Government Aided),U-0362,"Sambalpur University, Sambalpur",State Public University
C-40833,"+3 Degree College,Sinapali",Odisha,Nuapada,www.sinapalidegreecollege.com,1988,Rural,Affiliated College,Private Aided (Government Aided),U-0362,"Sambalpur University, Sambalpur",State Public University
C-39516,"+3 Degree Women's College, Kamakshyanagar, Dhenkanal",Odisha,Dhenkanal,-,1993,Urban,Affiliated College,Private Aided (Government Aided),U-0838,"RAMA DEVI WOMEN'S UNIVERSITY, BHUBANESWAR",State Public University
C-21388,+3 Maa Sarada Devi Mahavidyalaya,Odisha,Bhadrak,www.msdm.co.in,1994,Rural,Affiliated College,Private Aided (Government Aided),U-0354,"Fakir Mohan University, Balasore",State Public University
C-39599,"+3 sanda College, Sanda, Hindol Road, Dhenkanal",Odisha,Dhenkanal,WWW.SANDACOLLEGESANDA.COM,-,Rural,Affiliated College,Private Un-Aided,U-0366,"Utkal University, Bhubaneswar",State Public University
C-21391,+3 Womens College Bhogarai,Odisha,Balasore,www.fmu.in,-,Rural,Affiliated College,Local Body,U-0354,"Fakir Mohan University, Balasore",State Public University
C-40913,"+3 Women's College,Kantabanji",Odisha,Balangir,www.womensdegreekollege kbj,1995,Urban,Affiliated College,Private Aided (Government Aided),U-0362,"Sambalpur University, Sambalpur",State Public University
C-73027,5286-SWAMI VIVEKANAND SANSTHAS INSTITUTE OF PHARMACY D PHARMACY,Maharashtra,Nashik,www.bpharmacy.svsmungase.org.in,-,Rural,Affiliated College,Private Un-Aided,U-0299,"Dr. Babasaheb Ambedkar Technological University, Lonere",State Public University
C-72873,"5292-MATOSHRI EDUCATION SOCIETY'S MABD INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH, BHABULGAON, TAL YEOLA DIST. NASHIK",Maharashtra,Nashik,www.mabdpharmacy.com,-,Rural,Affiliated College,Private Un-Aided,U-0299,"Dr. Babasaheb Ambedkar Technological University, Lonere",State Public University
C-70727,"5365-VARDHAMAN EDUCATION & WELFARE SOCIETY,AHINSA INSTITUTE TECHNOLOGY, DHULE",Maharashtra,Dhule,ahinsainstituteoftechnology.ac.in,-,Rural,Affiliated College,Private Un-Aided,U-0299,"Dr. Babasaheb Ambedkar Technological University, Lonere",State Public University
C-18145,"A1 Global Institute of Engineering & Technology, Markapur- 523316 (CC-7Y)",Andhra Pradesh,Prakasam,www.a1global.ac.in,2009,Rural,Affiliated College,Private Un-Aided,U-0015,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-49143,AAA COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,Virudhunagar,www.aaaenggcoll.ac.in,2013,Rural,Affiliated College,Private Un-Aided,U-0439,"Anna University, Chennai",State Public University
C-65117,AABAN EDUCATION INSTITUTE JOYA AMROHA,Uttar Pradesh,Amroha,www.aabaneducationjoya.com,2020,Urban,Affiliated College,Private Un-Aided,U-0525,"Mahatama Jyotiba Phule Rohilkhand University, Bareilly",State Public University
C-75360,AABAN LAW COLLEGE JOYA,Uttar Pradesh,Amroha,www.aabanlawcollege.com,2024,Urban,Affiliated College,Private Un-Aided,U-0525,"Mahatama Jyotiba Phule Rohilkhand University, Bareilly",State Public University
C-45727,"AAB COLLEGE OF NURSING (Inst. Code - 344), TIRUVANNAMALAI",Tamil Nadu,Tiruvannamalai,www.amjcon.nic.in,2009,Rural,Affiliated College,Private Aided (Government Aided),U-0481,"Tamil Nadu Dr. M.G.R. Medical University , Chennai",State Public University
C-62947,AACHARYA CHANAKYA LAW COLLEGE,Rajasthan,Bhilwara,www.aclcollege.in,2019,Urban,Affiliated College,Private Un-Aided,U-0408,"Maharishi Dayanand Saraswati University, Ajmer",State Public University
C-65866,AACHARYA FIRST GRADE COLLEGE ,Karnataka,Hassan,-,-,Urban,Affiliated College,Private Un-Aided,U-1322,Hassan University,State Public University
C-75077,"AACHARYA RAM CHANDRA MAHAVIDYALAYA, REUSA, SITAPUR",Uttar Pradesh,Sitapur,https://arcm.org.in,2024,Rural,Affiliated College,Private Un-Aided,U-0524,UNIVERSITY OF LUCKNOW,State Public University
C-16066,"Aachary Baldev College, Kopa ,Patarhi, Jaunpur",Uttar Pradesh,Jaunpur,www.abcag.org.in,2008,Rural,Affiliated College,Private Un-Aided,U-0550,"Veer Bahadur Singh Purvanchal University, Jaunpur",State Public University
